Package_Name,Total_Entries,Unique_C-COMM,Python_Related_Process,State_Transition,Local_IP_Address_Access,Remote_IP_Address_Access,Local_Port_Access,Remote_Port_Access,Level
loam,1749,7,594,"{'SYN_SENT -> ->': 358, 'FIN_WAIT1 -> ->': 324, 'ESTABLISHED -> ->': 314, 'FIN_WAIT2 -> ->': 314, 'CLOSE -> ->': 303, '8080 -> CLOSE': 26, '443 -> CLOSE': 25, 'LAST_ACK -> ->': 19, '443 -> ESTABLISHED': 18, '8080 -> ESTABLISHED': 14, '8080 -> CLOSE_WAIT': 12, 'CLOSE_WAIT -> ->': 7, 'CLOSING -> ->': 7, '80 -> CLOSE': 4, '80 -> CLOSE_WAIT': 2, '443 -> CLOSE_WAIT': 1, '80 -> ESTABLISHED': 1}",2,80,361,21,0
localdeps,946,8,309,"{'SYN_SENT -> ->': 193, 'FIN_WAIT1 -> ->': 185, 'FIN_WAIT2 -> ->': 163, 'ESTABLISHED -> ->': 160, 'CLOSE -> ->': 159, '443 -> CLOSE': 34, '443 -> ESTABLISHED': 30, 'CLOSING -> ->': 13, 'CLOSE_WAIT -> ->': 4, 'LAST_ACK -> ->': 4, '443 -> CLOSE_WAIT': 1}",2,61,194,21,0
localhttps,217,4,66,"{'SYN_SENT -> ->': 45, 'FIN_WAIT1 -> ->': 42, 'FIN_WAIT2 -> ->': 41, 'CLOSE -> ->': 34, 'ESTABLISHED -> ->': 34, '443 -> CLOSE': 10, '443 -> ESTABLISHED': 9, 'CLOSE_WAIT -> ->': 1, '80 -> CLOSE': 1}",2,27,52,14,0
Localization,797,6,286,"{'SYN_SENT -> ->': 161, 'FIN_WAIT1 -> ->': 154, 'FIN_WAIT2 -> ->': 151, 'CLOSE -> ->': 146, 'ESTABLISHED -> ->': 146, '443 -> CLOSE': 15, '443 -> ESTABLISHED': 14, 'LAST_ACK -> ->': 4, 'CLOSE_WAIT -> ->': 3, 'CLOSING -> ->': 3}",2,37,169,11,0
localization_utils-1.0rc1-py3-none-any.tar.gz,291,20,71,"{'SYN_SENT -> ->': 69, 'FIN_WAIT1 -> ->': 40, 'ESTABLISHED -> ->': 39, 'FIN_WAIT2 -> ->': 37, 'CLOSE -> ->': 34, '443 -> CLOSE': 33, '80 -> CLOSE': 12, '443 -> SYN_SENT': 8, '443 -> ESTABLISHED': 8, 'CLOSING -> ->': 5, '443 -> FIN_WAIT1': 3, '80 -> SYN_SENT': 2, '80 -> ESTABLISHED': 1}",4,48,75,28,1
localization_utils-1.0rc2-py3-none-any.tar.gz,291,20,67,"{'SYN_SENT -> ->': 64, 'FIN_WAIT1 -> ->': 43, 'FIN_WAIT2 -> ->': 41, 'ESTABLISHED -> ->': 36, 'CLOSE -> ->': 31, '443 -> CLOSE': 31, '80 -> CLOSE': 12, '443 -> SYN_SENT': 8, '443 -> ESTABLISHED': 8, '80 -> ESTABLISHED': 8, 'CLOSING -> ->': 4, '443 -> FIN_WAIT1': 3, '80 -> SYN_SENT': 2}",4,52,74,28,1
localization_utils-1.0rc3-py3-none-any.tar.gz,290,20,63,"{'SYN_SENT -> ->': 64, 'FIN_WAIT1 -> ->': 43, 'FIN_WAIT2 -> ->': 41, 'ESTABLISHED -> ->': 33, '443 -> CLOSE': 32, 'CLOSE -> ->': 30, '80 -> CLOSE': 12, '80 -> ESTABLISHED': 10, '443 -> SYN_SENT': 8, '443 -> ESTABLISHED': 8, 'CLOSING -> ->': 4, '443 -> FIN_WAIT1': 3, '80 -> SYN_SENT': 2}",4,54,74,28,1
local-reload,1728,12,386,"{'SYN_SENT -> ->': 345, 'FIN_WAIT1 -> ->': 325, 'FIN_WAIT2 -> ->': 304, 'CLOSE -> ->': 224, 'ESTABLISHED -> ->': 220, '443 -> ESTABLISHED': 125, '443 -> CLOSE': 120, 'LAST_ACK -> ->': 22, 'CLOSING -> ->': 20, 'CLOSE_WAIT -> ->': 19, '443 -> CLOSE_WAIT': 2, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1}",2,209,359,58,0
locate,722,7,254,"{'FIN_WAIT1 -> ->': 145, 'FIN_WAIT2 -> ->': 141, 'SYN_SENT -> ->': 138, 'ESTABLISHED -> ->': 137, 'CLOSE -> ->': 124, '443 -> CLOSE': 15, '443 -> ESTABLISHED': 12, 'CLOSING -> ->': 4, 'LAST_ACK -> ->': 3, 'CLOSE_WAIT -> ->': 2, '443 -> CLOSE_WAIT': 1}",2,39,156,15,0
locatebash,579,6,188,"{'SYN_SENT -> ->': 120, 'FIN_WAIT1 -> ->': 112, 'FIN_WAIT2 -> ->': 107, 'CLOSE -> ->': 97, 'ESTABLISHED -> ->': 96, '443 -> CLOSE': 22, '443 -> ESTABLISHED': 19, 'CLOSE_WAIT -> ->': 2, 'CLOSING -> ->': 2, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1}",2,42,125,18,0
locaya,1019,8,341,"{'SYN_SENT -> ->': 206, 'FIN_WAIT1 -> ->': 201, 'ESTABLISHED -> ->': 177, 'FIN_WAIT2 -> ->': 177, 'CLOSE -> ->': 174, '443 -> CLOSE': 32, '443 -> ESTABLISHED': 30, 'CLOSING -> ->': 14, 'LAST_ACK -> ->': 4, 'CLOSE_WAIT -> ->': 3, '443 -> CLOSE_WAIT': 1}",2,60,209,20,0
lockfile,8853,58,257,"{'SYN_SENT -> ->': 2004, '443 -> CLOSE': 1995, 'FIN_WAIT1 -> ->': 1779, '443 -> ESTABLISHED': 1704, 'ESTABLISHED -> ->': 411, 'FIN_WAIT2 -> ->': 302, 'CLOSE -> ->': 135, 'LAST_ACK -> ->': 124, '443 -> SYN_SENT': 119, '443 -> CLOSE_WAIT': 104, '443 -> FIN_WAIT1': 50, '80 -> ESTABLISHED': 28, '80 -> CLOSE': 27, 'CLOSING -> ->': 22, 'CLOSE_WAIT -> ->': 21, '443 -> FIN_WAIT2': 7, '142.250.206.142 -> 443': 5, '80 -> SYN_SENT': 4, '35.161.104.116 -> 443': 3, '45.57.51.149 -> 443': 2, '443 -> LAST_ACK': 2, '151.101.64.223 -> 443': 1, '142.250.194.78 -> 443': 1, '80 -> LAST_ACK': 1, '63.35.136.11 -> 443': 1, '182.79.223.191 -> 443': 1}",10,1857,2053,100,0
locuaz,0,0,0,{},0,0,0,0,0
locute-1.0.0b3-py3-none-any.tar.gz,290,21,59,"{'SYN_SENT -> ->': 61, 'FIN_WAIT1 -> ->': 42, 'FIN_WAIT2 -> ->': 40, 'ESTABLISHED -> ->': 39, '443 -> CLOSE': 31, 'CLOSE -> ->': 28, '80 -> CLOSE': 12, '80 -> ESTABLISHED': 10, '443 -> SYN_SENT': 8, '443 -> ESTABLISHED': 8, 'CLOSING -> ->': 4, '443 -> FIN_WAIT1': 3, '80 -> SYN_SENT': 2, 'CLOSE_WAIT -> ->': 1, 'LAST_ACK -> ->': 1}",4,57,76,28,1
locute-1.0.0b4-py3-none-any.tar.gz,290,22,49,"{'SYN_SENT -> ->': 59, 'ESTABLISHED -> ->': 48, 'FIN_WAIT1 -> ->': 39, 'FIN_WAIT2 -> ->': 37, '443 -> CLOSE': 31, 'CLOSE -> ->': 26, '80 -> CLOSE': 12, '80 -> ESTABLISHED': 10, '443 -> SYN_SENT': 8, '443 -> ESTABLISHED': 8, 'CLOSING -> ->': 4, '443 -> FIN_WAIT1': 3, '80 -> SYN_SENT': 2, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 1}",4,58,76,28,1
locute-1.0.0b5-py3-none-any.tar.gz,218,17,39,"{'SYN_SENT -> ->': 51, '443 -> CLOSE': 30, 'FIN_WAIT1 -> ->': 28, 'FIN_WAIT2 -> ->': 26, 'ESTABLISHED -> ->': 24, 'CLOSE -> ->': 19, '80 -> CLOSE': 12, '443 -> SYN_SENT': 8, '443 -> ESTABLISHED': 8, 'CLOSING -> ->': 4, '443 -> FIN_WAIT1': 3, '80 -> ESTABLISHED': 3, '80 -> SYN_SENT': 2}",4,49,60,28,1
loft,0,0,0,{},0,0,0,0,0
lofter-1.0.tar.gz,218,17,33,"{'SYN_SENT -> ->': 48, 'FIN_WAIT1 -> ->': 30, '443 -> CLOSE': 30, 'FIN_WAIT2 -> ->': 28, 'ESTABLISHED -> ->': 21, 'CLOSE -> ->': 16, '80 -> CLOSE': 12, '443 -> SYN_SENT': 8, '443 -> ESTABLISHED': 8, '80 -> ESTABLISHED': 8, 'CLOSING -> ->': 4, '443 -> FIN_WAIT1': 3, '80 -> SYN_SENT': 2}",4,52,59,28,1
lofter-utils,1303,42,157,"{'SYN_SENT -> ->': 398, 'FIN_WAIT1 -> ->': 291, 'FIN_WAIT2 -> ->': 244, 'ESTABLISHED -> ->': 147, 'CLOSE -> ->': 102, 'LAST_ACK -> ->': 39, 'CLOSE_WAIT -> ->': 28, '443 -> CLOSE': 17, '443 -> ESTABLISHED': 12, 'CLOSING -> ->': 8, '80 -> CLOSE': 5, '443 -> SYN_SENT': 3, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '80 -> ESTABLISHED': 2, '80 -> CLOSE_WAIT': 1, '80 -> LAST_ACK': 1, '443 -> CLOSE_WAIT': 1}",6,108,406,21,0
log2http,865,8,305,"{'FIN_WAIT1 -> ->': 172, 'FIN_WAIT2 -> ->': 168, 'SYN_SENT -> ->': 167, 'ESTABLISHED -> ->': 165, 'CLOSE -> ->': 149, '443 -> CLOSE': 17, '443 -> ESTABLISHED': 15, 'CLOSING -> ->': 4, 'LAST_ACK -> ->': 4, 'CLOSE_WAIT -> ->': 3, '443 -> CLOSE_WAIT': 1}",2,45,186,18,0
logcraft,1019,9,319,"{'SYN_SENT -> ->': 206, 'FIN_WAIT1 -> ->': 198, 'FIN_WAIT2 -> ->': 186, 'ESTABLISHED -> ->': 166, 'CLOSE -> ->': 165, '443 -> CLOSE': 41, '443 -> ESTABLISHED': 37, 'CLOSING -> ->': 10, 'CLOSE_WAIT -> ->': 5, 'LAST_ACK -> ->': 5}",2,74,212,27,0
logdiv,291,6,102,"{'SYN_SENT -> ->': 58, 'ESTABLISHED -> ->': 57, 'FIN_WAIT1 -> ->': 54, 'FIN_WAIT2 -> ->': 54, 'CLOSE -> ->': 53, '443 -> CLOSE': 6, 'LAST_ACK -> ->': 4, 'CLOSE_WAIT -> ->': 3, '443 -> ESTABLISHED': 2}",2,20,71,9,0
logdna,1164,8,385,"{'SYN_SENT -> ->': 235, 'FIN_WAIT1 -> ->': 228, 'FIN_WAIT2 -> ->': 204, 'ESTABLISHED -> ->': 200, 'CLOSE -> ->': 199, '443 -> CLOSE': 37, '443 -> ESTABLISHED': 35, 'CLOSING -> ->': 15, 'CLOSE_WAIT -> ->': 5, 'LAST_ACK -> ->': 5, '443 -> CLOSE_WAIT': 1}",2,67,238,22,0
loggerbyxolo-0.0.0.tar.gz,72,5,19,"{'FIN_WAIT1 -> ->': 16, 'FIN_WAIT2 -> ->': 16, 'SYN_SENT -> ->': 11, 'CLOSE -> ->': 9, 'ESTABLISHED -> ->': 9, '80 -> ESTABLISHED': 9, '443 -> CLOSE': 2}",2,21,20,8,1
logger-color,508,6,168,"{'SYN_SENT -> ->': 104, 'FIN_WAIT1 -> ->': 99, 'FIN_WAIT2 -> ->': 94, 'CLOSE -> ->': 87, 'ESTABLISHED -> ->': 86, '443 -> CLOSE': 16, '443 -> ESTABLISHED': 16, 'CLOSE_WAIT -> ->': 2, 'CLOSING -> ->': 2, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1}",2,36,111,15,0
loggertools,431,5,160,"{'SYN_SENT -> ->': 85, 'FIN_WAIT1 -> ->': 85, 'FIN_WAIT2 -> ->': 83, 'ESTABLISHED -> ->': 82, 'CLOSE -> ->': 81, '443 -> ESTABLISHED': 5, '443 -> CLOSE': 4, 'CLOSING -> ->': 2, 'LAST_ACK -> ->': 2, 'CLOSE_WAIT -> ->': 1, '443 -> CLOSE_WAIT': 1}",2,24,90,9,0
logging_addons,510,4,183,"{'SYN_SENT -> ->': 102, 'FIN_WAIT1 -> ->': 100, 'FIN_WAIT2 -> ->': 100, 'CLOSE -> ->': 94, 'ESTABLISHED -> ->': 93, '443 -> ESTABLISHED': 9, '443 -> CLOSE': 8, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2}",2,24,108,10,0
loggly-search,359,7,132,"{'SYN_SENT -> ->': 73, 'FIN_WAIT1 -> ->': 69, 'CLOSE -> ->': 68, 'ESTABLISHED -> ->': 68, 'FIN_WAIT2 -> ->': 67, '443 -> CLOSE': 5, '443 -> ESTABLISHED': 4, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2, 'CLOSING -> ->': 1}",2,18,75,7,0
loggui,1306,9,347,"{'SYN_SENT -> ->': 271, 'FIN_WAIT1 -> ->': 243, 'FIN_WAIT2 -> ->': 216, 'ESTABLISHED -> ->': 192, 'CLOSE -> ->': 188, '443 -> CLOSE': 82, '443 -> ESTABLISHED': 68, 'CLOSING -> ->': 16, 'LAST_ACK -> ->': 14, 'CLOSE_WAIT -> ->': 13, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, '443 -> CLOSE_WAIT': 1}",2,111,271,29,0
logic,726,7,228,"{'SYN_SENT -> ->': 145, 'FIN_WAIT1 -> ->': 143, 'FIN_WAIT2 -> ->': 138, 'ESTABLISHED -> ->': 119, 'CLOSE -> ->': 118, '443 -> ESTABLISHED': 27, '443 -> CLOSE': 26, 'CLOSE_WAIT -> ->': 4, '80 -> ESTABLISHED': 2, 'CLOSING -> ->': 2, '80 -> CLOSE': 1, 'LAST_ACK -> ->': 1}",2,57,153,22,0
logic2-0.1.4.tar.gz,72,7,15,"{'FIN_WAIT1 -> ->': 17, 'FIN_WAIT2 -> ->': 17, 'SYN_SENT -> ->': 10, 'ESTABLISHED -> ->': 9, '80 -> ESTABLISHED': 9, 'CLOSE -> ->': 7, '443 -> CLOSE': 3}",2,22,23,8,1
logic2-automation,1375,43,173,"{'SYN_SENT -> ->': 425, 'FIN_WAIT1 -> ->': 301, 'FIN_WAIT2 -> ->': 251, 'ESTABLISHED -> ->': 158, 'CLOSE -> ->': 114, 'LAST_ACK -> ->': 40, 'CLOSE_WAIT -> ->': 32, '443 -> CLOSE': 17, '443 -> ESTABLISHED': 12, 'CLOSING -> ->': 8, '80 -> CLOSE': 5, '443 -> SYN_SENT': 3, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '80 -> ESTABLISHED': 2, '80 -> CLOSE_WAIT': 1, '80 -> LAST_ACK': 1, '443 -> CLOSE_WAIT': 1}",6,113,432,21,0
logics,432,5,156,"{'SYN_SENT -> ->': 85, 'FIN_WAIT1 -> ->': 85, 'FIN_WAIT2 -> ->': 83, 'ESTABLISHED -> ->': 82, 'CLOSE -> ->': 77, '443 -> CLOSE': 9, '443 -> ESTABLISHED': 5, 'CLOSING -> ->': 2, 'LAST_ACK -> ->': 2, 'CLOSE_WAIT -> ->': 1, '443 -> CLOSE_WAIT': 1}",2,26,94,12,0
logitboost,945,9,296,"{'SYN_SENT -> ->': 193, 'FIN_WAIT1 -> ->': 182, 'FIN_WAIT2 -> ->': 171, 'CLOSE -> ->': 153, 'ESTABLISHED -> ->': 153, '443 -> CLOSE': 40, '443 -> ESTABLISHED': 36, 'CLOSING -> ->': 9, 'CLOSE_WAIT -> ->': 4, 'LAST_ACK -> ->': 4}",2,72,197,27,0
loglib,1448,43,191,"{'SYN_SENT -> ->': 439, 'FIN_WAIT1 -> ->': 313, 'FIN_WAIT2 -> ->': 262, 'ESTABLISHED -> ->': 175, 'CLOSE -> ->': 126, 'LAST_ACK -> ->': 43, 'CLOSE_WAIT -> ->': 35, '443 -> CLOSE': 17, '443 -> ESTABLISHED': 12, 'CLOSING -> ->': 9, '80 -> CLOSE': 5, '443 -> SYN_SENT': 3, '443 -> FIN_WAIT1': 2, '443 -> FIN_WAIT2': 2, '80 -> ESTABLISHED': 2, '80 -> CLOSE_WAIT': 1, '80 -> LAST_ACK': 1, '443 -> CLOSE_WAIT': 1}",6,116,449,21,0
loglib-modules-1.0.8.tar.gz,583,16,205,"{'FIN_WAIT1 -> ->': 126, 'FIN_WAIT2 -> ->': 121, 'SYN_SENT -> ->': 102, 'CLOSE -> ->': 96, 'ESTABLISHED -> ->': 96, '443 -> ESTABLISHED': 19, '80 -> ESTABLISHED': 11, '443 -> CLOSE': 7, 'CLOSING -> ->': 5}",2,62,131,25,1
logload,1012,4,348,"{'SYN_SENT -> ->': 203, 'FIN_WAIT1 -> ->': 199, 'FIN_WAIT2 -> ->': 189, 'CLOSE -> ->': 179, 'ESTABLISHED -> ->': 177, '443 -> ESTABLISHED': 25, '443 -> CLOSE': 24, 'CLOSING -> ->': 10, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 3}",2,51,210,19,0
logorama,1451,12,400,"{'SYN_SENT -> ->': 289, 'FIN_WAIT1 -> ->': 280, 'FIN_WAIT2 -> ->': 260, 'CLOSE -> ->': 221, 'ESTABLISHED -> ->': 216, '443 -> ESTABLISHED': 73, '443 -> CLOSE': 69, 'CLOSING -> ->': 15, 'LAST_ACK -> ->': 12, 'CLOSE_WAIT -> ->': 10, '80 -> ESTABLISHED': 3, '443 -> CLOSE_WAIT': 2, '80 -> CLOSE': 1}",2,135,303,39,0
logpandas,1439,11,330,"{'SYN_SENT -> ->': 293, 'FIN_WAIT1 -> ->': 267, 'FIN_WAIT2 -> ->': 248, 'CLOSE -> ->': 195, 'ESTABLISHED -> ->': 186, '443 -> ESTABLISHED': 98, '443 -> CLOSE': 97, 'LAST_ACK -> ->': 18, 'CLOSE_WAIT -> ->': 17, 'CLOSING -> ->': 17, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, '443 -> CLOSE_WAIT': 1}",2,174,304,51,0
logtrek,728,8,235,"{'SYN_SENT -> ->': 146, 'FIN_WAIT1 -> ->': 143, 'FIN_WAIT2 -> ->': 127, 'ESTABLISHED -> ->': 124, 'CLOSE -> ->': 121, '443 -> ESTABLISHED': 25, '443 -> CLOSE': 25, 'CLOSING -> ->': 8, 'CLOSE_WAIT -> ->': 4, 'LAST_ACK -> ->': 4, '443 -> CLOSE_WAIT': 1}",2,52,151,17,0
logtube,1018,9,312,"{'SYN_SENT -> ->': 208, 'FIN_WAIT1 -> ->': 195, 'FIN_WAIT2 -> ->': 183, 'ESTABLISHED -> ->': 163, 'CLOSE -> ->': 162, '443 -> CLOSE': 47, '443 -> ESTABLISHED': 38, 'CLOSING -> ->': 10, 'LAST_ACK -> ->': 6, 'CLOSE_WAIT -> ->': 5, '443 -> CLOSE_WAIT': 1}",2,80,213,31,0
loguru,215,11,66,"{'CLOSE -> ->': 44, 'SYN_SENT -> ->': 44, 'ESTABLISHED -> ->': 44, 'FIN_WAIT1 -> ->': 36, 'FIN_WAIT2 -> ->': 33, 'CLOSE_WAIT -> ->': 7, 'LAST_ACK -> ->': 5, 'CLOSING -> ->': 2}",1,14,45,2,0
lol_scraper,723,8,190,"{'SYN_SENT -> ->': 148, 'FIN_WAIT1 -> ->': 138, 'FIN_WAIT2 -> ->': 120, 'ESTABLISHED -> ->': 102, 'CLOSE -> ->': 101, '443 -> CLOSE': 48, '443 -> ESTABLISHED': 42, 'CLOSING -> ->': 15, 'LAST_ACK -> ->': 5, 'CLOSE_WAIT -> ->': 3, '443 -> CLOSE_WAIT': 1}",2,87,153,34,0
lolcomicgrabber,863,10,298,"{'SYN_SENT -> ->': 173, 'FIN_WAIT1 -> ->': 168, 'FIN_WAIT2 -> ->': 154, 'CLOSE -> ->': 152, 'ESTABLISHED -> ->': 151, '443 -> CLOSE': 21, '443 -> ESTABLISHED': 21, 'CLOSING -> ->': 14, 'CLOSE_WAIT -> ->': 5, 'LAST_ACK -> ->': 3, '443 -> CLOSE_WAIT': 1}",3,53,187,20,0
lolcut,870,7,278,"{'SYN_SENT -> ->': 174, 'FIN_WAIT1 -> ->': 172, 'FIN_WAIT2 -> ->': 165, 'CLOSE -> ->': 144, 'ESTABLISHED -> ->': 143, '443 -> ESTABLISHED': 32, '443 -> CLOSE': 28, 'CLOSING -> ->': 4, 'CLOSE_WAIT -> ->': 3, '80 -> CLOSE': 2, '80 -> ESTABLISHED': 2, 'LAST_ACK -> ->': 1}",2,60,180,20,0
loleventdata,143,5,48,"{'SYN_SENT -> ->': 28, 'FIN_WAIT1 -> ->': 27, 'ESTABLISHED -> ->': 26, 'FIN_WAIT2 -> ->': 26, 'CLOSE -> ->': 25, '443 -> ESTABLISHED': 3, '443 -> CLOSE': 3, 'LAST_ACK -> ->': 2, 'CLOSING -> ->': 1, 'CLOSE_WAIT -> ->': 1, '443 -> CLOSE_WAIT': 1}",2,19,33,7,0
lolsagetestbaha-0.39.tar.gz,510,15,189,"{'FIN_WAIT1 -> ->': 109, 'FIN_WAIT2 -> ->': 104, 'SYN_SENT -> ->': 91, 'CLOSE -> ->': 89, 'ESTABLISHED -> ->': 89, '443 -> ESTABLISHED': 19, 'CLOSING -> ->': 4, '443 -> CLOSE': 3, '80 -> ESTABLISHED': 2}",2,47,112,20,1
lomosplit,793,7,272,"{'FIN_WAIT1 -> ->': 158, 'SYN_SENT -> ->': 153, 'FIN_WAIT2 -> ->': 153, 'ESTABLISHED -> ->': 145, 'CLOSE -> ->': 136, '443 -> ESTABLISHED': 18, '443 -> CLOSE': 17, 'CLOSING -> ->': 5, 'LAST_ACK -> ->': 4, 'CLOSE_WAIT -> ->': 3, '443 -> CLOSE_WAIT': 1}",2,50,168,19,0
longport,2816,10,944,"{'SYN_SENT -> ->': 570, 'FIN_WAIT1 -> ->': 539, 'FIN_WAIT2 -> ->': 517, 'CLOSE -> ->': 493, 'ESTABLISHED -> ->': 492, '443 -> CLOSE': 78, '443 -> ESTABLISHED': 71, 'CLOSE_WAIT -> ->': 18, 'LAST_ACK -> ->': 18, 'CLOSING -> ->': 17, '443 -> CLOSE_WAIT': 1, '80 -> LAST_ACK': 1, '443 -> SYN_SENT': 1}",3,135,564,40,0
longurl,940,4,324,"{'SYN_SENT -> ->': 188, 'FIN_WAIT1 -> ->': 185, 'FIN_WAIT2 -> ->': 175, 'CLOSE -> ->': 166, 'ESTABLISHED -> ->': 166, '443 -> ESTABLISHED': 22, '443 -> CLOSE': 22, 'CLOSING -> ->': 10, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 3}",2,46,194,17,0
lookeng,719,8,226,"{'SYN_SENT -> ->': 146, 'FIN_WAIT1 -> ->': 138, 'FIN_WAIT2 -> ->': 130, 'CLOSE -> ->': 119, 'ESTABLISHED -> ->': 119, '443 -> CLOSE': 27, '443 -> ESTABLISHED': 24, 'CLOSING -> ->': 6, 'CLOSE_WAIT -> ->': 5, 'LAST_ACK -> ->': 5}",2,49,148,16,0
looker-sdk,4686,48,292,"{'SYN_SENT -> ->': 1000, 'FIN_WAIT1 -> ->': 875, '443 -> CLOSE': 840, '443 -> ESTABLISHED': 770, 'FIN_WAIT2 -> ->': 469, 'ESTABLISHED -> ->': 250, 'CLOSE -> ->': 182, 'LAST_ACK -> ->': 106, 'CLOSE_WAIT -> ->': 61, '443 -> CLOSE_WAIT': 48, '443 -> SYN_SENT': 24, 'CLOSING -> ->': 19, '443 -> FIN_WAIT1': 12, '80 -> CLOSE': 9, '443 -> FIN_WAIT2': 8, '80 -> ESTABLISHED': 7, '142.250.183.234 -> 443': 2, '80 -> LAST_ACK': 1, '443 -> CLOSING': 1, '142.250.194.70 -> 443': 1, '443 -> LAST_ACK': 1}",8,935,1001,118,0
loosers,580,7,178,"{'SYN_SENT -> ->': 120, 'FIN_WAIT1 -> ->': 111, 'FIN_WAIT2 -> ->': 106, 'CLOSE -> ->': 94, 'ESTABLISHED -> ->': 93, '443 -> CLOSE': 25, '443 -> ESTABLISHED': 22, 'CLOSE_WAIT -> ->': 4, 'CLOSING -> ->': 2, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1, 'LAST_ACK -> ->': 1}",2,47,123,18,0
looseversion,216,7,66,"{'SYN_SENT -> ->': 46, 'FIN_WAIT1 -> ->': 39, 'ESTABLISHED -> ->': 36, 'FIN_WAIT2 -> ->': 36, 'CLOSE -> ->': 34, '443 -> CLOSE': 12, '443 -> ESTABLISHED': 6, 'CLOSING -> ->': 3, 'CLOSE_WAIT -> ->': 2, 'LAST_ACK -> ->': 2}",2,21,51,10,0
lorekeeper,1511,12,495,"{'SYN_SENT -> ->': 306, 'FIN_WAIT1 -> ->': 285, 'CLOSE -> ->': 258, 'ESTABLISHED -> ->': 256, 'FIN_WAIT2 -> ->': 250, '443 -> ESTABLISHED': 51, '443 -> CLOSE': 48, 'CLOSING -> ->': 32, 'CLOSE_WAIT -> ->': 17, 'LAST_ACK -> ->': 7, '443 -> CLOSE_WAIT': 1}",3,92,319,26,0
lorentz,1368,11,107,"{'SYN_SENT -> ->': 277, 'FIN_WAIT1 -> ->': 231, 'FIN_WAIT2 -> ->': 189, '443 -> CLOSE': 186, '443 -> ESTABLISHED': 176, 'ESTABLISHED -> ->': 96, 'CLOSE -> ->': 91, 'LAST_ACK -> ->': 41, 'CLOSING -> ->': 38, 'CLOSE_WAIT -> ->': 37, '443 -> CLOSE_WAIT': 4, '80 -> CLOSE': 1, '80 -> ESTABLISHED': 1}",2,263,284,68,0
lotconfig,287,7,84,"{'SYN_SENT -> ->': 57, 'FIN_WAIT1 -> ->': 55, 'FIN_WAIT2 -> ->': 51, 'ESTABLISHED -> ->': 46, 'CLOSE -> ->': 44, '443 -> CLOSE': 13, '443 -> ESTABLISHED': 12, 'CLOSING -> ->': 4, 'CLOSE_WAIT -> ->': 3, 'LAST_ACK -> ->': 2}",2,30,63,12,0
loter,798,8,244,"{'SYN_SENT -> ->': 161, 'FIN_WAIT1 -> ->': 156, 'FIN_WAIT2 -> ->': 150, 'CLOSE -> ->': 128, 'ESTABLISHED -> ->': 127, '443 -> ESTABLISHED': 32, '443 -> CLOSE': 32, 'CLOSE_WAIT -> ->': 4, 'CLOSING -> ->': 3, '80 -> ESTABLISHED': 2, 'LAST_ACK -> ->': 2, '80 -> CLOSE': 1}",2,63,167,22,0
lotore,945,7,243,"{'SYN_SENT -> ->': 189, 'FIN_WAIT1 -> ->': 183, 'FIN_WAIT2 -> ->': 163, 'CLOSE -> ->': 127, 'ESTABLISHED -> ->': 127, '443 -> CLOSE': 59, '443 -> ESTABLISHED': 57, 'CLOSING -> ->': 15, '80 -> CLOSE': 6, '80 -> ESTABLISHED': 6, 'CLOSE_WAIT -> ->': 5, 'LAST_ACK -> ->': 5, '443 -> SYN_SENT': 2, '443 -> FIN_WAIT1': 1}",2,110,201,37,0
lowmovers-1.2-py3-none-any.tar.gz,510,15,195,"{'SYN_SENT -> ->': 108, 'FIN_WAIT1 -> ->': 96, 'FIN_WAIT2 -> ->': 93, 'CLOSE -> ->': 91, 'ESTABLISHED -> ->': 91, '443 -> CLOSE': 19, '443 -> ESTABLISHED': 6, 'CLOSING -> ->': 3, '443 -> SYN_SENT': 1, '443 -> FIN_WAIT1': 1, '80 -> CLOSE': 1}",2,32,113,19,1
lowpy,1305,12,356,"{'SYN_SENT -> ->': 266, 'FIN_WAIT1 -> ->': 246, 'FIN_WAIT2 -> ->': 228, 'CLOSE -> ->': 200, 'ESTABLISHED -> ->': 198, '443 -> CLOSE': 66, '443 -> ESTABLISHED': 62, 'CLOSING -> ->': 14, 'LAST_ACK -> ->': 12, 'CLOSE_WAIT -> ->': 11, '443 -> CLOSE_WAIT': 2}",2,113,272,32,0
LPCTorch,0,0,0,{},0,0,0,0,0
